location,date,people_vaccinated_per_hundred
Belarus,2020-12-28,0
Belarus,2021-02-18,0.22
Belarus,2021-03-12,0.22
Belarus,2021-03-26,0.43
Belarus,2021-04-09,0.97
Belarus,2021-04-23,2.58
Belarus,2021-05-07,3.18
Belarus,2021-05-23,4.64
Belarus,2021-05-30,5.48
Belarus,2021-06-06,6.47
Belarus,2021-06-13,7.43
